months_as_customer,age,policy_deductable,umbrella_limit,insured_sex,insured_education_level,insured_occupation,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
473,58,2000,0,FEMALE,MD,transport-moving,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,4,YES,0,0,NO,63120,Y
129,30,2000,0,FEMALE,PhD,sales,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,1,3,?,74360,N
184,38,1000,0,FEMALE,College,transport-moving,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,6,3,?,0,2,NO,53730,Y
413,55,2000,0,MALE,MD,priv-house-serv,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,15,1,?,2,2,?,98160,Y
149,34,500,0,FEMALE,PhD,craft-repair,Single Vehicle Collision,Rear Collision,Total Loss,Fire,3,1,?,0,1,NO,105040,N
156,37,1000,6000000,MALE,Associate,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,?,1,1,YES,77440,N
67,29,1000,0,MALE,High School,adm-clerical,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,Y
280,48,1000,0,MALE,JD,transport-moving,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,NO,2,2,?,61320,N
259,45,2000,0,MALE,MD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,?,1,1,NO,87780,N
297,48,1000,3000000,MALE,PhD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,?,0,0,NO,51480,N
234,41,500,0,FEMALE,JD,transport-moving,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,NO,2,1,?,98280,Y
105,28,500,0,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,NO,2,2,NO,60500,N
222,41,2000,0,FEMALE,MD,armed-forces,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,0,2,NO,61290,Y
276,46,500,0,FEMALE,Masters,machine-op-inspct,Parked Car,?,Trivial Damage,Police,7,1,?,0,1,NO,5940,N
115,31,1000,0,FEMALE,Associate,exec-managerial,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,YES,0,3,NO,34160,Y
257,43,2000,6000000,FEMALE,PhD,handlers-cleaners,Single Vehicle Collision,Front Collision,Total Loss,Other,12,1,?,2,2,YES,63240,N
133,30,1000,0,MALE,College,adm-clerical,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,1,2,?,28440,N
182,38,2000,0,FEMALE,Masters,armed-forces,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,?,2,3,YES,89650,N
330,50,1000,0,FEMALE,High School,sales,Single Vehicle Collision,Side Collision,Total Loss,Fire,19,1,YES,0,0,NO,49060,N
169,37,1000,0,MALE,JD,armed-forces,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,3,?,2,1,YES,57900,N
103,29,500,0,MALE,Associate,prof-specialty,Parked Car,?,Minor Damage,Police,5,1,NO,2,3,NO,7110,N
245,40,500,0,FEMALE,Masters,armed-forces,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,YES,0,1,NO,85150,N
75,27,1000,0,MALE,High School,handlers-cleaners,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,0,2,YES,79560,N
289,46,2000,0,MALE,JD,armed-forces,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,1,YES,0,1,YES,56430,Y
126,34,2000,0,FEMALE,Masters,transport-moving,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,N
177,38,2000,0,FEMALE,College,adm-clerical,Single Vehicle Collision,Front Collision,Major Damage,Other,20,1,YES,2,0,NO,73700,Y
242,41,2000,6000000,MALE,Masters,protective-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,0,1,?,68090,N
165,36,2000,0,MALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,45700,N
22,26,1000,0,MALE,PhD,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3,1,YES,1,2,NO,78900,N
249,43,1000,0,FEMALE,MD,armed-forces,Single Vehicle Collision,Front Collision,Major Damage,Fire,16,1,?,0,0,YES,53500,N
294,46,500,0,MALE,College,prof-specialty,Single Vehicle Collision,Side Collision,Total Loss,Other,8,1,NO,0,3,YES,65780,N
197,41,1000,0,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,2,2,YES,76400,Y
80,27,500,0,MALE,JD,farming-fishing,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,YES,1,3,?,40810,Y
352,53,500,0,MALE,Associate,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,YES,2,2,NO,68750,N
464,61,1000,0,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Major Damage,Police,6,3,?,0,2,YES,79800,Y
347,51,500,9000000,FEMALE,MD,priv-house-serv,Single Vehicle Collision,Side Collision,Total Loss,Other,15,1,YES,0,2,?,103560,N
271,42,500,0,FEMALE,High School,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,3,NO,1,0,NO,93720,N
177,33,1000,0,MALE,College,adm-clerical,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,22,1,?,1,3,?,82800,Y
13,21,1000,0,MALE,Associate,prof-specialty,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,YES,2,0,YES,94930,N
198,34,1000,0,MALE,Associate,handlers-cleaners,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,YES,1,1,YES,95000,N
228,42,2000,5000000,MALE,MD,machine-op-inspct,Vehicle Theft,?,Minor Damage,Police,8,1,?,0,0,?,5070,Y
299,42,2000,0,FEMALE,Associate,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,Other,13,1,YES,1,3,NO,70400,N
438,57,500,0,FEMALE,MD,machine-op-inspct,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,?,0,0,NO,40700,Y
108,32,2000,4000000,FEMALE,High School,machine-op-inspct,Single Vehicle Collision,Front Collision,Total Loss,Other,23,1,NO,1,3,NO,61270,N
272,41,2000,0,FEMALE,Associate,farming-fishing,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,?,1,1,?,71060,N
448,57,2000,0,FEMALE,PhD,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Police,10,3,NO,2,1,?,47760,Y
84,30,2000,0,FEMALE,MD,protective-serv,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,0,YES,57640,N
63,26,500,6000000,MALE,PhD,craft-repair,Vehicle Theft,?,Minor Damage,Police,5,1,NO,0,2,YES,5160,N
155,35,1000,0,FEMALE,Associate,protective-serv,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,1,?,0,3,?,48360,N
15,34,2000,0,FEMALE,High School,sales,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,?,75570,Y
45,37,1000,0,MALE,College,prof-specialty,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,YES,0,1,YES,52200,N
217,39,2000,0,FEMALE,Masters,other-service,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,16,3,NO,0,2,?,64920,N
275,45,2000,0,FEMALE,Associate,adm-clerical,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,YES,1,1,?,64320,N
160,37,500,0,FEMALE,MD,craft-repair,Single Vehicle Collision,Side Collision,Total Loss,Other,19,1,YES,1,0,NO,72930,N
257,43,1000,0,FEMALE,JD,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,NO,0,1,YES,85320,N
203,38,500,0,FEMALE,Masters,other-service,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,7,1,?,0,1,YES,55440,Y
231,43,2000,0,FEMALE,Masters,adm-clerical,Single Vehicle Collision,Rear Collision,Minor Damage,Police,12,1,?,1,2,NO,66950,N
239,38,1000,5000000,FEMALE,Masters,handlers-cleaners,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,NO,1,3,?,61920,N
244,40,2000,7000000,MALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Police,5,3,?,1,1,?,61490,N
235,42,500,4000000,FEMALE,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Police,22,1,YES,2,2,?,87010,N
135,34,2000,0,FEMALE,JD,protective-serv,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,?,1,2,NO,78200,N
461,61,2000,0,MALE,JD,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,?,2,1,YES,72100,N
5,26,2000,0,FEMALE,PhD,farming-fishing,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,3,?,88110,N
62,28,1000,0,FEMALE,Masters,protective-serv,Single Vehicle Collision,Rear Collision,Total Loss,Police,3,1,?,1,1,YES,60200,Y
369,55,2000,0,MALE,College,handlers-cleaners,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6,3,?,2,0,YES,85300,N
285,44,2000,0,MALE,MD,priv-house-serv,Vehicle Theft,?,Minor Damage,Police,3,1,YES,1,0,?,5500,N
205,42,2000,4000000,FEMALE,High School,priv-house-serv,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,N
151,37,1000,0,FEMALE,Masters,farming-fishing,Single Vehicle Collision,Front Collision,Minor Damage,Fire,0,1,YES,1,1,?,38830,N
100,33,500,6000000,MALE,College,adm-clerical,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,2,NO,40800,N
48,35,500,0,FEMALE,JD,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,YES,0,2,NO,48400,N
343,48,500,3000000,MALE,JD,adm-clerical,Multi-vehicle Collision,Side Collision,Total Loss,Police,13,4,NO,2,3,NO,65070,N
128,29,1000,0,MALE,High School,other-service,Single Vehicle Collision,Rear Collision,Total Loss,Fire,2,1,NO,0,0,?,59070,N
392,50,2000,0,FEMALE,PhD,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Other,4,1,NO,2,2,YES,108030,N
176,39,500,4000000,MALE,College,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,14,3,NO,2,1,NO,44280,N
204,40,2000,0,MALE,JD,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,N
91,30,2000,8000000,FEMALE,Masters,machine-op-inspct,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,?,84500,N
260,46,2000,0,MALE,MD,priv-house-serv,Single Vehicle Collision,Front Collision,Minor Damage,Fire,7,1,NO,0,1,NO,64080,N
285,42,500,0,MALE,Associate,priv-house-serv,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,?,52700,N
77,26,2000,0,MALE,JD,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Police,12,3,YES,2,0,?,69080,Y
322,44,1000,0,FEMALE,College,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,0,3,?,49400,N
80,28,1000,0,FEMALE,College,farming-fishing,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,?,0,1,?,33480,N
265,40,1000,0,FEMALE,MD,protective-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,2,3,?,55120,N
98,26,2000,0,MALE,JD,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Police,13,2,?,0,1,YES,65430,N
150,31,1000,0,MALE,Masters,machine-op-inspct,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,?,0,3,YES,64800,Y
251,39,2000,0,FEMALE,Associate,other-service,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,YES,0,0,?,44240,N
156,38,500,0,MALE,High School,armed-forces,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,?,0,3,?,55200,Y
107,26,500,0,FEMALE,JD,armed-forces,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,14,3,?,1,0,NO,59700,N
241,39,1000,0,FEMALE,JD,adm-clerical,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,NO,0,2,YES,37520,N
210,37,500,0,FEMALE,MD,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,?,1,3,YES,63300,N
258,46,1000,10000000,MALE,MD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Other,14,3,NO,0,1,?,47700,Y
284,48,500,0,FEMALE,PhD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,3,?,0,0,?,46860,N
246,39,1000,0,FEMALE,JD,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,1,YES,0,3,?,45180,N
213,35,500,0,MALE,MD,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,YES,2,0,YES,74140,N
202,38,2000,0,FEMALE,Associate,armed-forces,Single Vehicle Collision,Side Collision,Major Damage,Other,12,1,YES,1,1,NO,77440,N
118,28,2000,0,FEMALE,High School,handlers-cleaners,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,22,2,NO,1,0,?,74200,N
208,36,2000,5000000,MALE,JD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Other,15,3,YES,0,1,?,62810,N
431,54,1000,0,FEMALE,Masters,craft-repair,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,13,3,NO,2,3,?,63240,N
128,31,500,0,FEMALE,High School,transport-moving,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,NO,0,2,?,69930,Y
440,57,1000,5000000,MALE,College,protective-serv,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,0,3,?,68200,Y
189,39,2000,0,FEMALE,College,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,?,2,0,YES,64400,N
29,25,2000,0,MALE,Masters,farming-fishing,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,4,4,YES,1,2,YES,64890,Y
238,39,2000,0,FEMALE,JD,protective-serv,Vehicle Theft,?,Minor Damage,Police,9,1,YES,1,3,YES,5500,N
141,30,1000,0,FEMALE,High School,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Fire,13,1,NO,1,0,YES,61740,N
255,44,2000,6000000,FEMALE,PhD,priv-house-serv,Parked Car,?,Trivial Damage,Police,7,1,?,2,2,NO,6400,Y
70,28,1000,0,MALE,High School,machine-op-inspct,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,4,NO,1,0,YES,31680,N
143,33,1000,0,FEMALE,Associate,craft-repair,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,?,2,2,?,70400,N
398,55,500,0,MALE,High School,adm-clerical,Vehicle Theft,?,Trivial Damage,Police,7,1,?,2,3,?,6600,N
136,33,1000,0,FEMALE,PhD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,YES,0,1,YES,30700,N
212,42,500,0,MALE,PhD,priv-house-serv,Single Vehicle Collision,Rear Collision,Total Loss,Other,14,1,NO,2,1,?,42300,N
270,41,1000,0,MALE,High School,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,?,1,1,NO,60190,Y
246,45,1000,0,MALE,JD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Fire,9,3,?,2,2,?,53280,Y
153,34,500,0,MALE,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,?,1,0,NO,77770,N
0,32,1000,0,MALE,College,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6,4,?,1,1,NO,39720,N
96,30,500,6000000,MALE,College,prof-specialty,Single Vehicle Collision,Side Collision,Total Loss,Fire,22,1,?,0,0,YES,53440,N
31,32,2000,4000000,FEMALE,JD,other-service,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,?,2,0,?,63600,Y
53,36,2000,0,MALE,Associate,handlers-cleaners,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,?,2,0,YES,51100,N
192,35,1000,0,FEMALE,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Other,19,1,NO,0,0,?,76600,N
94,30,2000,0,FEMALE,High School,armed-forces,Single Vehicle Collision,Rear Collision,Major Damage,Fire,19,1,?,1,3,YES,64100,N
206,36,500,4000000,FEMALE,MD,other-service,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,NO,2,1,NO,76560,Y
152,33,1000,0,FEMALE,JD,armed-forces,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,N
160,36,1000,0,FEMALE,High School,prof-specialty,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,51700,N
140,31,500,6000000,MALE,High School,machine-op-inspct,Single Vehicle Collision,Side Collision,Total Loss,Police,9,1,NO,0,2,YES,77880,N
206,42,1000,0,MALE,High School,machine-op-inspct,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,?,1,1,NO,78980,Y
124,29,500,0,MALE,Masters,handlers-cleaners,Multi-vehicle Collision,Side Collision,Major Damage,Police,14,3,?,0,3,YES,72000,N
214,41,500,4000000,MALE,Masters,tech-support,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,?,2,0,NO,64000,Y
185,35,2000,0,MALE,College,other-service,Vehicle Theft,?,Trivial Damage,Police,8,1,?,2,3,YES,4950,N
296,42,2000,0,MALE,Associate,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,9,3,YES,1,2,NO,64080,N
152,30,500,0,FEMALE,JD,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,YES,1,1,?,84590,Y
411,56,1000,0,FEMALE,College,protective-serv,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,?,0,0,?,38610,N
298,45,1000,0,MALE,High School,farming-fishing,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,18,3,NO,0,0,NO,64000,N
111,27,500,5000000,MALE,MD,sales,Multi-vehicle Collision,Side Collision,Major Damage,Police,2,3,NO,1,2,NO,80850,Y
231,43,2000,0,MALE,College,protective-serv,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,YES,2,2,YES,77100,N
116,34,500,0,MALE,Associate,transport-moving,Single Vehicle Collision,Side Collision,Major Damage,Police,1,1,?,1,1,?,97080,Y
147,34,1000,0,MALE,High School,sales,Single Vehicle Collision,Side Collision,Minor Damage,Fire,13,1,YES,2,2,?,101010,N
298,49,500,0,MALE,MD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Other,16,3,NO,0,2,NO,69480,N
4,39,1000,6000000,FEMALE,High School,machine-op-inspct,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,?,54120,N
295,48,1000,0,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,20,2,NO,2,1,YES,86060,N
312,47,1000,0,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,N
242,44,2000,6000000,FEMALE,College,priv-house-serv,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,1,2,YES,66900,Y
479,60,2000,0,FEMALE,College,other-service,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,18,1,NO,0,0,NO,60600,N
66,30,500,0,FEMALE,College,adm-clerical,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,?,0,2,YES,65560,Y
126,28,500,0,FEMALE,JD,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,4,NO,0,1,?,67800,N
159,37,1000,0,MALE,Associate,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,2,0,NO,70290,N
186,37,2000,0,FEMALE,JD,priv-house-serv,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,55600,N
285,41,1000,0,FEMALE,PhD,prof-specialty,Single Vehicle Collision,Rear Collision,Major Damage,Fire,23,1,YES,2,3,?,108480,N
66,26,1000,0,MALE,College,armed-forces,Single Vehicle Collision,Rear Collision,Major Damage,Police,8,1,?,2,2,YES,57860,Y
230,37,1000,0,MALE,PhD,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,YES,2,3,?,49100,Y
97,27,500,0,FEMALE,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,YES,2,1,YES,75690,N
219,43,1000,0,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,1,1,?,70680,N
128,28,1000,0,FEMALE,High School,adm-clerical,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,11,1,NO,0,2,YES,101860,N
266,44,500,0,MALE,High School,handlers-cleaners,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,?,1,2,YES,32800,N
219,39,2000,7000000,FEMALE,High School,protective-serv,Parked Car,?,Trivial Damage,Police,6,1,NO,0,2,NO,5920,N
178,38,500,0,FEMALE,College,other-service,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200,N
219,43,1000,0,FEMALE,High School,transport-moving,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,1,1,?,2,2,YES,66660,N
259,44,2000,0,FEMALE,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,105820,N
472,64,500,0,MALE,Masters,other-service,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,NO,2,3,NO,70900,N
293,45,1000,0,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Fire,13,3,NO,1,1,NO,51210,N
46,41,2000,0,FEMALE,MD,priv-house-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,NO,1,3,?,78600,Y
258,41,500,0,MALE,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,3,NO,2,3,NO,81240,Y
120,28,1000,0,FEMALE,PhD,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,9,3,NO,0,3,?,65500,N
156,32,500,0,MALE,Masters,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,Y
274,46,1000,0,MALE,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,?,90600,N
371,54,2000,0,MALE,High School,craft-repair,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,?,1,2,?,32280,Y
284,43,500,0,MALE,PhD,prof-specialty,Multi-vehicle Collision,Side Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960,N
130,30,2000,0,MALE,PhD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,NO,2,3,?,48950,N
145,37,2000,0,FEMALE,Associate,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,?,2,3,?,55110,N
224,39,1000,0,FEMALE,JD,prof-specialty,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,YES,2,1,?,61800,N
85,27,2000,0,MALE,College,priv-house-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,YES,0,0,NO,59070,N
303,43,1000,7000000,FEMALE,Associate,machine-op-inspct,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,?,2,0,?,60210,N
147,37,1000,6000000,FEMALE,Associate,prof-specialty,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,1,2,NO,53680,N
439,56,500,0,FEMALE,PhD,prof-specialty,Multi-vehicle Collision,Front Collision,Major Damage,Fire,12,3,?,2,3,?,56430,N
165,37,1000,0,MALE,Associate,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,?,2,2,YES,51590,N
377,53,500,0,FEMALE,MD,craft-repair,Multi-vehicle Collision,Front Collision,Total Loss,Fire,10,3,YES,1,3,NO,59040,N
1,29,500,0,FEMALE,JD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,?,2,3,YES,86790,N
12,24,1000,0,FEMALE,PhD,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,13,3,NO,2,1,?,53370,N
276,45,500,0,FEMALE,High School,machine-op-inspct,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,?,0,2,?,69300,N
254,41,500,5000000,FEMALE,PhD,handlers-cleaners,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,63470,N
297,48,1000,0,FEMALE,MD,other-service,Single Vehicle Collision,Side Collision,Minor Damage,Fire,12,1,?,0,0,?,60600,N
274,43,2000,0,MALE,College,farming-fishing,Single Vehicle Collision,Front Collision,Major Damage,Fire,22,1,YES,0,3,YES,63840,Y
2,20,1000,4000000,FEMALE,High School,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,NO,1,3,YES,48360,N
33,32,500,5000000,FEMALE,PhD,other-service,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,1,?,56070,N
276,46,2000,0,MALE,College,handlers-cleaners,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,NO,1,2,?,51390,Y
123,34,2000,0,FEMALE,College,sales,Multi-vehicle Collision,Side Collision,Total Loss,Fire,13,3,NO,1,1,?,55260,N
146,36,2000,0,FEMALE,Masters,other-service,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,3,NO,1,1,NO,55900,N
99,32,1000,3000000,MALE,JD,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,1,1,NO,41130,N
116,31,500,0,FEMALE,MD,prof-specialty,Single Vehicle Collision,Side Collision,Major Damage,Police,23,1,NO,0,0,NO,44200,N
356,47,2000,0,MALE,High School,prof-specialty,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,?,61490,N
69,26,2000,0,FEMALE,High School,machine-op-inspct,Single Vehicle Collision,Front Collision,Minor Damage,Fire,14,1,NO,2,2,NO,63120,N
250,43,1000,0,FEMALE,JD,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,1,3,NO,64900,N
463,57,500,0,MALE,Masters,priv-house-serv,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,2,0,YES,59400,N
232,43,500,8000000,MALE,College,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,17,3,NO,0,1,?,70600,Y
337,53,500,0,MALE,Associate,armed-forces,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,YES,0,1,NO,86400,N
130,34,500,3000000,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,?,2,3,YES,67500,N
460,62,1000,4000000,MALE,JD,other-service,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,?,47160,N
140,36,500,0,FEMALE,JD,armed-forces,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,?,2,0,YES,79500,N
85,31,2000,9000000,FEMALE,MD,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,NO,2,1,?,74400,Y
57,25,2000,0,FEMALE,Masters,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,72900,N
